Auction,VehicleAge,Make,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,IsBadBuy
MANHEIM,6,CHRYSLER,AUTO,Covers,51575,AMERICAN,MEDIUM,CHRYSLER,4926,7516,0
OTHER,7,SATURN,AUTO,Alloy,95824,AMERICAN,MEDIUM,GM,2949,2784,0
ADESA,5,MAZDA,AUTO,Alloy,68657,ASIAN,MEDIUM,OTHER,7203,6815,0
ADESA,3,PONTIAC,AUTO,Covers,80404,AMERICAN,MEDIUM,GM,7306,10014,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,89663,AMERICAN,MEDIUM,GM,7237,6924,0
ADESA,5,CHEVROLET,AUTO,NULL,74177,AMERICAN,SMALL,GM,4280,6216,1
MANHEIM,4,CHEVROLET,AUTO,Alloy,55999,AMERICAN,MEDIUM,GM,9334,9005,1
ADESA,2,DODGE,AUTO,Covers,65406,AMERICAN,MEDIUM,CHRYSLER,9600,9743,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,88478,AMERICAN,SPECIAL,CHRYSLER,6742,9864,0
MANHEIM,5,SATURN,AUTO,Covers,81824,AMERICAN,MEDIUM,GM,5332,7729,0
MANHEIM,8,OLDSMOBILE,AUTO,Covers,75911,AMERICAN,MEDIUM,GM,2479,2443,0
ADESA,5,FORD,AUTO,Covers,109260,AMERICAN,MEDIUM,FORD,4537,6358,1
OTHER,2,CHEVROLET,AUTO,Covers,89787,AMERICAN,MEDIUM,GM,7539,7733,0
OTHER,4,FORD,AUTO,Alloy,84637,AMERICAN,MEDIUM,FORD,8965,11307,0
OTHER,5,JEEP,AUTO,Alloy,75574,AMERICAN,MEDIUM,CHRYSLER,10080,12111,0
OTHER,4,CHRYSLER,AUTO,Covers,66767,AMERICAN,MEDIUM,CHRYSLER,10187,12022,0
MANHEIM,3,FORD,AUTO,Alloy,76834,AMERICAN,MEDIUM,FORD,11289,10049,0
MANHEIM,4,FORD,AUTO,Alloy,83950,AMERICAN,MEDIUM,FORD,8149,10291,0
ADESA,4,SATURN,AUTO,Covers,75763,AMERICAN,MEDIUM,GM,7912,10610,1
OTHER,3,CHEVROLET,AUTO,Covers,64290,AMERICAN,MEDIUM,GM,6706,9354,0
MANHEIM,2,PONTIAC,AUTO,Alloy,81615,AMERICAN,MEDIUM,GM,9171,11930,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,71543,AMERICAN,MEDIUM,GM,7249,6826,0
MANHEIM,7,FORD,MANUAL,Alloy,75262,AMERICAN,SMALL,FORD,3298,3260,0
MANHEIM,7,DODGE,AUTO,Alloy,67005,AMERICAN,LARGE,CHRYSLER,7634,11194,0
MANHEIM,5,DODGE,AUTO,Alloy,73976,AMERICAN,SMALL,CHRYSLER,4603,6146,0
OTHER,4,FORD,AUTO,Covers,72754,AMERICAN,MEDIUM,FORD,4372,3969,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,89252,AMERICAN,MEDIUM,GM,6976,9067,0
ADESA,5,PONTIAC,AUTO,NULL,75268,AMERICAN,MEDIUM,GM,5211,4846,1
ADESA,2,JEEP,AUTO,Alloy,83180,AMERICAN,SMALL,CHRYSLER,10865,11046,0
MANHEIM,5,FORD,AUTO,Covers,100882,AMERICAN,SMALL,FORD,4679,7320,0
OTHER,7,BUICK,AUTO,Covers,76229,AMERICAN,MEDIUM,GM,3982,5612,0
MANHEIM,7,BUICK,AUTO,NULL,82738,AMERICAN,LARGE,GM,5556,4956,0
MANHEIM,6,FORD,AUTO,Alloy,82756,AMERICAN,LARGE,FORD,9908,9537,0
MANHEIM,3,DODGE,AUTO,Covers,75786,AMERICAN,SPECIAL,CHRYSLER,10596,10447,0
ADESA,8,TOYOTA,AUTO,Alloy,97940,ASIAN,LARGE,OTHER,8557,10712,0
OTHER,1,CHRYSLER,AUTO,Covers,40043,AMERICAN,MEDIUM,CHRYSLER,9725,13912,0
OTHER,6,FORD,AUTO,Alloy,89081,AMERICAN,MEDIUM,FORD,4806,6453,0
MANHEIM,3,DODGE,AUTO,Covers,50126,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
ADESA,6,NISSAN,AUTO,Alloy,84070,ASIAN,MEDIUM,OTHER,5993,5954,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,99275,AMERICAN,LARGE,GM,7371.82,8494.94,0
MANHEIM,4,CHEVROLET,AUTO,Covers,87620,AMERICAN,LARGE,GM,7955,9925,0
MANHEIM,4,FORD,AUTO,Alloy,89042,AMERICAN,MEDIUM,FORD,9056,12337,1
OTHER,1,CHRYSLER,AUTO,Alloy,47602,AMERICAN,MEDIUM,CHRYSLER,7195,7772,0
MANHEIM,4,DODGE,AUTO,Alloy,76291,AMERICAN,SPECIAL,CHRYSLER,9611,9381,0
MANHEIM,6,CHEVROLET,AUTO,NULL,54204,AMERICAN,SMALL,GM,3574,5285,1
MANHEIM,4,CHEVROLET,AUTO,Covers,77929,AMERICAN,MEDIUM,GM,5607,5325,0
OTHER,1,DODGE,AUTO,Covers,51380,AMERICAN,MEDIUM,CHRYSLER,7331,7902,0
ADESA,1,DODGE,AUTO,Covers,44074,AMERICAN,MEDIUM,CHRYSLER,9045,9350,0
ADESA,3,SCION,AUTO,Alloy,62598,ASIAN,SPECIAL,OTHER,9493,12054,0
MANHEIM,6,KIA,AUTO,Alloy,89136,ASIAN,MEDIUM,OTHER,3587,5612,0
ADESA,3,FORD,AUTO,NULL,76002,AMERICAN,MEDIUM,FORD,10544,9969,1
OTHER,2,CHEVROLET,AUTO,Covers,83627,AMERICAN,SPECIAL,GM,9656,11571,0
OTHER,2,DODGE,AUTO,Alloy,50743,AMERICAN,MEDIUM,CHRYSLER,7614,11006,0
ADESA,4,CHRYSLER,MANUAL,Covers,53904,AMERICAN,MEDIUM,CHRYSLER,5223,5115,0
MANHEIM,7,DODGE,AUTO,Alloy,72392,AMERICAN,LARGE,CHRYSLER,7485,10012,1
OTHER,4,CHRYSLER,AUTO,Covers,66249,AMERICAN,MEDIUM,CHRYSLER,5025,4945,0
MANHEIM,6,MAZDA,AUTO,Alloy,75273,ASIAN,MEDIUM,OTHER,5283,5243,0
MANHEIM,5,MERCURY,AUTO,Alloy,71566,AMERICAN,SPECIAL,FORD,6315,5578,0
ADESA,6,CHRYSLER,AUTO,Alloy,61705,AMERICAN,MEDIUM,CHRYSLER,4284,7017,0
OTHER,3,MITSUBISHI,AUTO,Covers,75189,ASIAN,MEDIUM,OTHER,8159,10318,0
ADESA,5,MAZDA,AUTO,Alloy,73560,ASIAN,SMALL,OTHER,6549,6316,0
ADESA,4,DODGE,AUTO,NULL,52314,AMERICAN,SPECIAL,CHRYSLER,4694,4338,1
MANHEIM,3,FORD,AUTO,Alloy,72109,AMERICAN,LARGE,FORD,8099,7565,1
MANHEIM,5,FORD,AUTO,Alloy,87998,AMERICAN,LARGE,FORD,5480,4736,0
MANHEIM,3,FORD,AUTO,Covers,71684,AMERICAN,SMALL,FORD,5658,5354,0
OTHER,3,CHRYSLER,AUTO,Covers,84476,AMERICAN,MEDIUM,CHRYSLER,6764,9277,0
ADESA,4,CHEVROLET,AUTO,Covers,75895,AMERICAN,LARGE,GM,11359,13060,0
OTHER,1,CHRYSLER,AUTO,Covers,46188,AMERICAN,MEDIUM,CHRYSLER,7195,7772,0
MANHEIM,3,CHEVROLET,AUTO,Covers,70967,AMERICAN,MEDIUM,GM,8089,10078,0
MANHEIM,4,CHRYSLER,AUTO,Covers,90592,AMERICAN,MEDIUM,CHRYSLER,5425,8153,0
ADESA,9,SATURN,AUTO,Covers,65979,AMERICAN,SMALL,GM,2510,4485,1
ADESA,4,CHEVROLET,AUTO,Alloy,78792,AMERICAN,LARGE,GM,14326,13558,0
MANHEIM,2,MERCURY,AUTO,Alloy,68001,AMERICAN,MEDIUM,FORD,10508,13285,0
ADESA,6,HYUNDAI,MANUAL,Alloy,70851,ASIAN,MEDIUM,OTHER,2248,2256,0
MANHEIM,7,FORD,AUTO,Alloy,86182,AMERICAN,SPECIAL,FORD,6858,8994,0
OTHER,2,CHEVROLET,AUTO,Alloy,76472,AMERICAN,LARGE,GM,10105,12553,0
MANHEIM,3,FORD,AUTO,NULL,62540,AMERICAN,LARGE,FORD,15962,14893,0
MANHEIM,5,ISUZU,AUTO,Alloy,54510,ASIAN,MEDIUM,OTHER,8525,10448,0
MANHEIM,3,CHEVROLET,AUTO,Covers,72443,AMERICAN,MEDIUM,GM,8176,11004,0
MANHEIM,5,FORD,AUTO,Covers,47961,AMERICAN,MEDIUM,FORD,4570,4278,0
MANHEIM,5,GMC,AUTO,Alloy,69825,AMERICAN,MEDIUM,GM,9392,8896,0
MANHEIM,3,CHEVROLET,AUTO,Covers,70820,AMERICAN,LARGE,GM,8107,7907,0
OTHER,4,KIA,AUTO,Alloy,14547,ASIAN,MEDIUM,OTHER,4480,4432,0
OTHER,1,DODGE,AUTO,Covers,44003,AMERICAN,MEDIUM,CHRYSLER,8187,8644,0
MANHEIM,4,DODGE,AUTO,Covers,62978,AMERICAN,SPECIAL,CHRYSLER,7589,10303,0
MANHEIM,4,PONTIAC,AUTO,Covers,68125,AMERICAN,LARGE,GM,7276,9742,0
OTHER,1,CHRYSLER,AUTO,Covers,50944,AMERICAN,MEDIUM,CHRYSLER,8574,9181,0
OTHER,1,CHRYSLER,AUTO,Covers,47837,AMERICAN,MEDIUM,CHRYSLER,8517,9091,0
ADESA,5,HYUNDAI,AUTO,Covers,62143,ASIAN,SMALL,OTHER,3934,6463,0
OTHER,6,MERCURY,AUTO,Covers,86273,AMERICAN,MEDIUM,FORD,3758,6099,0
MANHEIM,1,DODGE,AUTO,Covers,48160,AMERICAN,MEDIUM,CHRYSLER,7861,8338,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,73559,AMERICAN,MEDIUM,GM,11313,10546,0
ADESA,3,DODGE,AUTO,Covers,50367,AMERICAN,LARGE,CHRYSLER,9961,12812,0
MANHEIM,3,NISSAN,AUTO,Alloy,78094,ASIAN,LARGE,OTHER,18581,18746,0
MANHEIM,5,MITSUBISHI,AUTO,Covers,91080,ASIAN,SMALL,OTHER,4511,7035,0
MANHEIM,3,FORD,AUTO,Alloy,83363,AMERICAN,SMALL,FORD,14137,16103,0
MANHEIM,6,MERCURY,AUTO,Alloy,98761,AMERICAN,MEDIUM,FORD,4412,3690,1
MANHEIM,4,FORD,AUTO,Alloy,81271,AMERICAN,SMALL,FORD,7561,7194,0
ADESA,4,HYUNDAI,AUTO,Alloy,77783,ASIAN,MEDIUM,OTHER,7893,9970,1
MANHEIM,7,MITSUBISHI,AUTO,Alloy,62903,ASIAN,LARGE,OTHER,7920,8191,1
MANHEIM,3,MERCURY,AUTO,Alloy,82249,AMERICAN,LARGE,FORD,11334,10316,0
MANHEIM,4,FORD,AUTO,Covers,79945,AMERICAN,SMALL,FORD,5228,5179,0
MANHEIM,3,FORD,AUTO,Covers,60596,AMERICAN,MEDIUM,FORD,5814,5756,0
MANHEIM,6,BUICK,AUTO,Covers,76613,AMERICAN,MEDIUM,GM,3801,3374,0
MANHEIM,3,CHEVROLET,AUTO,Covers,69570,AMERICAN,MEDIUM,GM,8320,10649,0
MANHEIM,6,DODGE,MANUAL,Alloy,82490,AMERICAN,MEDIUM,CHRYSLER,3800,3538,0
MANHEIM,6,DODGE,AUTO,Covers,24805,AMERICAN,MEDIUM,CHRYSLER,4807,6521,0
MANHEIM,4,MITSUBISHI,AUTO,Covers,66007,ASIAN,MEDIUM,OTHER,7466,7227,0
MANHEIM,3,DODGE,AUTO,Covers,78832,AMERICAN,SPECIAL,CHRYSLER,8039,12007,0
OTHER,3,CHRYSLER,AUTO,Covers,84822,AMERICAN,MEDIUM,CHRYSLER,8004,10251,0
OTHER,4,CHRYSLER,MANUAL,NULL,63083,AMERICAN,MEDIUM,CHRYSLER,5223,5115,0
MANHEIM,4,DODGE,AUTO,Covers,69654,AMERICAN,MEDIUM,CHRYSLER,7020,9450,0
MANHEIM,4,MAZDA,AUTO,Special,66122,ASIAN,SMALL,OTHER,9896,11671,0
MANHEIM,4,CHEVROLET,AUTO,Covers,64596,AMERICAN,SMALL,GM,5510,5366,0
MANHEIM,8,FORD,AUTO,Alloy,86024,AMERICAN,SPECIAL,FORD,3512,5549,0
MANHEIM,8,BUICK,AUTO,Alloy,90171,AMERICAN,LARGE,GM,6368,8870,0
OTHER,2,DODGE,AUTO,Covers,45173,AMERICAN,MEDIUM,CHRYSLER,8274,11100,0
MANHEIM,2,SATURN,AUTO,Alloy,47416,AMERICAN,MEDIUM,GM,11484,14189,0
OTHER,4,CHRYSLER,AUTO,Covers,83801,AMERICAN,MEDIUM,CHRYSLER,5222,5040,0
MANHEIM,3,DODGE,AUTO,Covers,54854,AMERICAN,SPECIAL,CHRYSLER,8740,8600,0
OTHER,4,CHEVROLET,AUTO,Alloy,93643,AMERICAN,MEDIUM,GM,11934,13826,0
MANHEIM,4,SUZUKI,AUTO,Alloy,70969,ASIAN,MEDIUM,OTHER,4813,4430,1
MANHEIM,3,CHEVROLET,AUTO,Covers,81532,AMERICAN,LARGE,GM,8291,8029,0
OTHER,4,FORD,AUTO,Alloy,89484,AMERICAN,SMALL,FORD,10548,12614,1
MANHEIM,7,PONTIAC,AUTO,Special,83230,AMERICAN,SMALL,GM,3904,5560,0
ADESA,3,DODGE,AUTO,Covers,44549,AMERICAN,MEDIUM,CHRYSLER,7994,10579,1
ADESA,5,CHEVROLET,AUTO,NULL,80977,AMERICAN,LARGE,GM,4343,3978,0
MANHEIM,5,KIA,AUTO,Alloy,70110,ASIAN,SMALL,OTHER,7296,10046,0
ADESA,4,CHEVROLET,AUTO,Alloy,86123,AMERICAN,MEDIUM,GM,9950,9239,0
MANHEIM,1,CHRYSLER,AUTO,Covers,54597,AMERICAN,MEDIUM,CHRYSLER,7195,7772,0
MANHEIM,2,DODGE,AUTO,Covers,59827,AMERICAN,MEDIUM,CHRYSLER,8328,11689,0
OTHER,2,CHEVROLET,AUTO,Covers,78184,AMERICAN,SPECIAL,GM,7371.82,8494.94,0
MANHEIM,2,KIA,AUTO,Covers,44908,ASIAN,SMALL,OTHER,6964,9392,0
OTHER,4,CHEVROLET,AUTO,Covers,60392,AMERICAN,LARGE,GM,7419,9525,0
OTHER,3,CHEVROLET,AUTO,Alloy,82632,AMERICAN,LARGE,GM,10301,9715,0
OTHER,1,DODGE,AUTO,Covers,45264,AMERICAN,MEDIUM,CHRYSLER,7296,7845,0
MANHEIM,4,DODGE,AUTO,Alloy,60377,AMERICAN,MEDIUM,CHRYSLER,11053,13883,0
MANHEIM,2,KIA,AUTO,Covers,24063,ASIAN,MEDIUM,OTHER,5367,5285,0
OTHER,1,CHRYSLER,AUTO,Alloy,48222,AMERICAN,MEDIUM,CHRYSLER,8546,9135,0
OTHER,5,CHRYSLER,AUTO,Covers,84281,AMERICAN,MEDIUM,CHRYSLER,5438,7630,0
ADESA,5,SATURN,AUTO,Covers,72910,AMERICAN,MEDIUM,GM,5326,7384,1
ADESA,6,MITSUBISHI,MANUAL,Covers,102571,ASIAN,SMALL,OTHER,4066,5951,0
MANHEIM,7,PONTIAC,AUTO,Covers,78181,AMERICAN,MEDIUM,GM,3157,5294,0
ADESA,7,FORD,AUTO,Alloy,88820,AMERICAN,SPECIAL,FORD,4030,3864,1
MANHEIM,7,CHEVROLET,AUTO,Alloy,42351,AMERICAN,SMALL,GM,5806,5077,0
MANHEIM,5,DODGE,AUTO,Alloy,64148,AMERICAN,SPECIAL,CHRYSLER,6748,9421,1
MANHEIM,1,CHEVROLET,AUTO,Special,58496,AMERICAN,MEDIUM,GM,10829,13705,0
OTHER,5,DODGE,AUTO,Alloy,66166,AMERICAN,SMALL,CHRYSLER,4087,5986,1
OTHER,2,PONTIAC,AUTO,Alloy,37117,AMERICAN,MEDIUM,GM,8537,11833,0
MANHEIM,8,FORD,AUTO,Alloy,90668,AMERICAN,MEDIUM,FORD,2931,4855,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,86615,AMERICAN,MEDIUM,GM,8525,8065,0
MANHEIM,4,FORD,AUTO,Alloy,71025,AMERICAN,LARGE,FORD,8699,11352,0
MANHEIM,8,FORD,AUTO,Alloy,82650,AMERICAN,MEDIUM,FORD,3011,4483,0
MANHEIM,5,KIA,AUTO,Covers,61001,ASIAN,MEDIUM,OTHER,4464,4253,0
ADESA,3,DODGE,AUTO,Alloy,86616,AMERICAN,MEDIUM,CHRYSLER,13171,12294,0
MANHEIM,4,DODGE,AUTO,Alloy,56724,AMERICAN,SPECIAL,CHRYSLER,5969,5680,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,72005,AMERICAN,MEDIUM,GM,7116,6570,0
ADESA,2,KIA,AUTO,Alloy,64443,ASIAN,MEDIUM,OTHER,8687,10882,0
MANHEIM,4,CHEVROLET,AUTO,Covers,61142,AMERICAN,SMALL,GM,5877,8533,0
MANHEIM,3,KIA,MANUAL,Special,67793,ASIAN,MEDIUM,OTHER,7235,9392,0
ADESA,5,FORD,AUTO,NULL,88299,AMERICAN,MEDIUM,FORD,9824,11971,1
MANHEIM,5,TOYOTA,AUTO,Covers,58171,ASIAN,MEDIUM,OTHER,8066,10771,0
MANHEIM,3,CHEVROLET,AUTO,Covers,52803,AMERICAN,LARGE,GM,8307,8312,0
OTHER,5,DODGE,AUTO,Alloy,73824,AMERICAN,SPECIAL,CHRYSLER,5093,4455,0
OTHER,2,DODGE,AUTO,Alloy,59489,AMERICAN,SPECIAL,CHRYSLER,11792,11553,1
MANHEIM,8,DODGE,AUTO,Alloy,43337,AMERICAN,SPECIAL,CHRYSLER,5455,6981,0
OTHER,3,FORD,AUTO,Alloy,72636,AMERICAN,MEDIUM,FORD,8361,7703,0
ADESA,8,PONTIAC,AUTO,Alloy,80336,AMERICAN,SPECIAL,GM,2901,2862,0
MANHEIM,4,FORD,AUTO,Covers,61925,AMERICAN,SPECIAL,FORD,6658,5702,0
OTHER,1,CHRYSLER,AUTO,Covers,51308,AMERICAN,MEDIUM,CHRYSLER,9221,9833,0
MANHEIM,5,DODGE,AUTO,Special,41173,AMERICAN,SMALL,CHRYSLER,3684,6233,0
MANHEIM,6,FORD,AUTO,Alloy,71622,AMERICAN,MEDIUM,FORD,4681,6407,0
MANHEIM,3,DODGE,AUTO,Covers,61254,AMERICAN,MEDIUM,CHRYSLER,7372,9346,0
MANHEIM,4,DODGE,AUTO,Covers,84485,AMERICAN,SPECIAL,CHRYSLER,5219,8190,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,58778,AMERICAN,MEDIUM,GM,7607,9666,1
OTHER,2,CHRYSLER,AUTO,Covers,59197,AMERICAN,MEDIUM,CHRYSLER,7728,10231,0
MANHEIM,3,JEEP,AUTO,Alloy,65030,AMERICAN,SMALL,CHRYSLER,9987,11947,0
MANHEIM,4,DODGE,AUTO,Alloy,88880,AMERICAN,MEDIUM,CHRYSLER,5268,7399,0
MANHEIM,2,PONTIAC,AUTO,Covers,50177,AMERICAN,LARGE,GM,8950,9157,0
OTHER,6,FORD,AUTO,Alloy,88026,AMERICAN,LARGE,FORD,12050,15235,0
MANHEIM,3,KIA,AUTO,Covers,40393,ASIAN,MEDIUM,OTHER,4852,4891,0
MANHEIM,8,DODGE,AUTO,Special,58806,AMERICAN,MEDIUM,CHRYSLER,7371.82,8494.94,0
MANHEIM,3,CHRYSLER,AUTO,Covers,77171,AMERICAN,MEDIUM,CHRYSLER,8049,10411,0
OTHER,5,CHEVROLET,AUTO,NULL,97490,AMERICAN,LARGE,GM,15950,16195,1
MANHEIM,7,FORD,AUTO,Alloy,82298,AMERICAN,MEDIUM,FORD,4602,5850,1
MANHEIM,3,DODGE,AUTO,Alloy,67992,AMERICAN,MEDIUM,CHRYSLER,5376,5480,0
MANHEIM,8,TOYOTA,AUTO,Alloy,93265,ASIAN,SMALL,OTHER,6676,8675,0
OTHER,1,CHRYSLER,AUTO,Covers,35483,AMERICAN,MEDIUM,CHRYSLER,7399,10216,0
MANHEIM,3,SUZUKI,AUTO,Covers,39580,ASIAN,MEDIUM,OTHER,4897,4787,0
MANHEIM,4,CHEVROLET,AUTO,Covers,51258,AMERICAN,LARGE,GM,5967,5439,0
ADESA,3,FORD,AUTO,Covers,73539,AMERICAN,MEDIUM,FORD,9559,11811,0
OTHER,2,NISSAN,AUTO,Alloy,55465,ASIAN,SMALL,OTHER,8984,11832,0
MANHEIM,4,FORD,AUTO,Alloy,79426,AMERICAN,SPECIAL,FORD,7133,6232,0
MANHEIM,2,CHEVROLET,AUTO,Covers,63409,AMERICAN,MEDIUM,GM,8255,11549,0
OTHER,4,FORD,AUTO,Alloy,68448,AMERICAN,MEDIUM,FORD,5607,7180,0
MANHEIM,3,TOYOTA,AUTO,Covers,71270,ASIAN,MEDIUM,OTHER,11283,14056,0
MANHEIM,5,FORD,AUTO,Alloy,74667,AMERICAN,SMALL,FORD,4804,7322,0
MANHEIM,4,DODGE,AUTO,Covers,51954,AMERICAN,MEDIUM,CHRYSLER,7062,9605,0
MANHEIM,6,FORD,MANUAL,Covers,52609,AMERICAN,SMALL,FORD,3758,3596,0
MANHEIM,3,DODGE,AUTO,Covers,74751,AMERICAN,SPECIAL,CHRYSLER,6203,6168,0
MANHEIM,7,FORD,AUTO,Alloy,82104,AMERICAN,MEDIUM,FORD,3553,5471,0
MANHEIM,4,CHRYSLER,AUTO,Covers,81871,AMERICAN,MEDIUM,CHRYSLER,5503,5379,0
OTHER,4,SATURN,AUTO,Covers,58315,AMERICAN,MEDIUM,GM,6137,8476,0
ADESA,7,CHEVROLET,AUTO,Covers,79611,AMERICAN,MEDIUM,GM,2832,2639,0
MANHEIM,3,FORD,AUTO,Alloy,89315,AMERICAN,LARGE,FORD,10651,12410,0
MANHEIM,4,DODGE,AUTO,Alloy,83128,AMERICAN,MEDIUM,CHRYSLER,5424,8040,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,88448,AMERICAN,MEDIUM,GM,6242,8181,0
MANHEIM,7,SATURN,AUTO,Alloy,63250,AMERICAN,MEDIUM,GM,4037,5506,1
OTHER,2,CHEVROLET,AUTO,Alloy,67952,AMERICAN,MEDIUM,GM,10133,10183,0
MANHEIM,5,FORD,AUTO,Covers,59823,AMERICAN,MEDIUM,FORD,5228,6954,0
MANHEIM,4,SATURN,AUTO,Covers,65285,AMERICAN,MEDIUM,GM,7213,6759,0
MANHEIM,7,OLDSMOBILE,AUTO,Covers,90134,AMERICAN,MEDIUM,GM,4967,6217,0
OTHER,1,DODGE,AUTO,Covers,47840,AMERICAN,MEDIUM,CHRYSLER,8755,8988,0
OTHER,5,DODGE,AUTO,Covers,31661,AMERICAN,MEDIUM,CHRYSLER,7355,9432,0
MANHEIM,4,MITSUBISHI,AUTO,Alloy,79070,ASIAN,MEDIUM,OTHER,8108,10192,0
OTHER,3,PONTIAC,AUTO,Covers,76204,AMERICAN,MEDIUM,GM,9354,11106,0
ADESA,5,GMC,AUTO,Alloy,69109,AMERICAN,MEDIUM,GM,10163,12823,1
MANHEIM,5,FORD,AUTO,Alloy,84373,AMERICAN,MEDIUM,FORD,7366,9917,0
MANHEIM,3,CHEVROLET,AUTO,Covers,73378,AMERICAN,LARGE,GM,9111,11568,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,83145,AMERICAN,MEDIUM,CHRYSLER,6771,9270,0
MANHEIM,5,BUICK,AUTO,Covers,68166,AMERICAN,LARGE,GM,6637,6056,0
ADESA,6,FORD,AUTO,Alloy,56215,AMERICAN,MEDIUM,FORD,3875,3795,0
OTHER,5,DODGE,AUTO,Covers,73586,AMERICAN,MEDIUM,CHRYSLER,4863,6476,1
MANHEIM,5,TOYOTA,AUTO,Covers,78578,ASIAN,SMALL,OTHER,7421,7418,0
ADESA,7,PONTIAC,AUTO,NULL,107450,AMERICAN,MEDIUM,GM,3511,4995,1
ADESA,6,CHRYSLER,AUTO,NULL,96092,AMERICAN,SPECIAL,CHRYSLER,4511,4390,1
OTHER,7,TOYOTA,AUTO,Alloy,66927,ASIAN,MEDIUM,OTHER,6165,8377,0
MANHEIM,3,DODGE,AUTO,Covers,69270,AMERICAN,MEDIUM,CHRYSLER,7814,10414,0
ADESA,5,CHEVROLET,AUTO,Covers,76767,AMERICAN,LARGE,GM,7371.82,8494.94,0
MANHEIM,5,SATURN,AUTO,Alloy,86626,AMERICAN,SPECIAL,GM,6056,8998,0
MANHEIM,4,DODGE,AUTO,Alloy,71225,AMERICAN,LARGE,CHRYSLER,10693,9797,0
ADESA,5,CHEVROLET,AUTO,Alloy,55930,AMERICAN,LARGE,GM,7126,8737,0
OTHER,4,CHEVROLET,AUTO,Covers,81401,AMERICAN,MEDIUM,GM,6879,6478,0
OTHER,4,FORD,AUTO,Covers,74562,AMERICAN,SMALL,FORD,4896,4586,0
MANHEIM,2,FORD,AUTO,Alloy,80552,AMERICAN,MEDIUM,FORD,13053,12605,0
MANHEIM,3,CHRYSLER,AUTO,Covers,66733,AMERICAN,MEDIUM,CHRYSLER,8651,11338,0
ADESA,9,SUZUKI,AUTO,NULL,91660,ASIAN,SMALL,OTHER,3119,4878,1
ADESA,6,MERCURY,AUTO,Alloy,76103,AMERICAN,MEDIUM,FORD,4337,3623,0
MANHEIM,3,FORD,AUTO,Alloy,82941,AMERICAN,LARGE,FORD,10503,12649,0
ADESA,2,CHEVROLET,AUTO,Covers,49614,AMERICAN,MEDIUM,GM,9099,11855,0
MANHEIM,6,PONTIAC,AUTO,Alloy,54961,AMERICAN,MEDIUM,GM,4328,6387,0
ADESA,6,DODGE,AUTO,Alloy,78628,AMERICAN,MEDIUM,CHRYSLER,6785,6187,0
MANHEIM,7,TOYOTA,MANUAL,Covers,78600,ASIAN,MEDIUM,OTHER,5224,7011,0
MANHEIM,8,FORD,AUTO,Alloy,48858,AMERICAN,MEDIUM,FORD,3129,2745,0
MANHEIM,3,CHEVROLET,AUTO,Covers,73887,AMERICAN,LARGE,GM,8952,11386,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,84025,AMERICAN,LARGE,GM,8869,11164,0
MANHEIM,5,DODGE,AUTO,Covers,45937,AMERICAN,SPECIAL,CHRYSLER,2659,2557,0
ADESA,4,PONTIAC,AUTO,Covers,71643,AMERICAN,MEDIUM,GM,6560,8564,0
ADESA,3,CHEVROLET,AUTO,Covers,59232,AMERICAN,MEDIUM,GM,7393,8844,0
MANHEIM,4,FORD,AUTO,Alloy,77257,AMERICAN,MEDIUM,FORD,5698,8385,0
OTHER,1,CHRYSLER,AUTO,Covers,47396,AMERICAN,MEDIUM,CHRYSLER,9017,12255,0
ADESA,5,CHRYSLER,AUTO,Alloy,59088,AMERICAN,MEDIUM,CHRYSLER,7953,7784,0
OTHER,4,CHRYSLER,AUTO,Alloy,67953,AMERICAN,MEDIUM,CHRYSLER,8842,10114,0
MANHEIM,2,CHRYSLER,AUTO,Covers,63896,AMERICAN,MEDIUM,CHRYSLER,7518,7535,0
OTHER,3,CHEVROLET,AUTO,Alloy,74376,AMERICAN,MEDIUM,GM,7201,7077,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,88175,AMERICAN,MEDIUM,GM,7460,10237,0
MANHEIM,5,CHRYSLER,AUTO,Alloy,62860,AMERICAN,MEDIUM,CHRYSLER,9052,8784,1
OTHER,2,JEEP,AUTO,Alloy,61383,AMERICAN,SMALL,CHRYSLER,10480,12766,0
MANHEIM,4,CHEVROLET,AUTO,Covers,63598,AMERICAN,MEDIUM,GM,7976,9828,0
MANHEIM,4,NISSAN,AUTO,Alloy,62593,ASIAN,MEDIUM,OTHER,10551,14133,0
MANHEIM,5,ISUZU,AUTO,Alloy,42292,ASIAN,MEDIUM,OTHER,6693,6118,0
