@relation 'train_dataset_4_unbalanced_normalized-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,4,5,7,8,9,18,20,22-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute Auction {MANHEIM,OTHER,ADESA}
@attribute VehicleAge numeric
@attribute Make {CHEVROLET,KIA,DODGE,FORD,SUZUKI,HONDA,CHRYSLER,NISSAN,MAZDA,SATURN,PONTIAC,MITSUBISHI,JEEP,TOYOTA,HYUNDAI,BUICK,GMC,MERCURY,SCION,ISUZU,OLDSMOBILE,VOLKSWAGEN,ACURA,INFINITI,VOLVO,MINI,SUBARU,LINCOLN,LEXUS,CADILLAC,PLYMOUTH}
@attribute Transmission {AUTO,MANUAL,NULL,Manual}
@attribute WheelType {Covers,Alloy,Special,NULL}
@attribute VehOdo numeric
@attribute Nationality {AMERICAN,ASIAN,OTHER,NULL}
@attribute Size {MEDIUM,SPECIAL,SMALL,LARGE,NULL}
@attribute TopThreeAmericanName {GM,OTHER,CHRYSLER,FORD,NULL}
@attribute MMRAcquisitionAuctionAveragePrice numeric
@attribute MMRAcquisitionAuctionCleanPrice numeric
@attribute MMRAcquisitionRetailAveragePrice numeric
@attribute MMRAcquisitonRetailCleanPrice numeric
@attribute MMRCurrentAuctionAveragePrice numeric
@attribute MMRCurrentAuctionCleanPrice numeric
@attribute MMRCurrentRetailAveragePrice numeric
@attribute MMRCurrentRetailCleanPrice numeric
@attribute VNST {VA,FL,TX,NC,IL,CA,AZ,CO,OK,PA,NJ,TN,IN,SC,MO,OR,GA,IA,KY,UT,MD,AL,WV,OH,AR,LA,NM,NH,MA,WA,NV,MS,MN,NE,ID,MI,NY}
@attribute VehBCost numeric
@attribute IsOnlineSale {0,1}
@attribute WarrantyCost numeric
@attribute IsBadBuy {0,1}

@data
MANHEIM,0.777778,CHRYSLER,AUTO,Alloy,0.819482,AMERICAN,MEDIUM,CHRYSLER,0.056031,0.072269,0.133847,0.168759,0.074364,0.091407,0.160787,0.198086,FL,0.074596,0,0.208641,1
MANHEIM,0.444444,FORD,AUTO,NULL,0.663393,AMERICAN,SMALL,FORD,0.089873,0.117179,0.08986,0.113737,0.103131,0.131308,0.103114,0.128835,CA,0.094156,0,0.098493,1
ADESA,0.555556,TOYOTA,AUTO,NULL,0.478114,ASIAN,MEDIUM,OTHER,0.172915,0.188721,0.257116,0.274008,0.180975,0.20022,0.2419,0.251249,CO,0.161568,0,0.006111,1
MANHEIM,0.888889,CHRYSLER,AUTO,Special,0.643067,AMERICAN,MEDIUM,CHRYSLER,0.06513,0.080988,0.065116,0.078604,0.077843,0.094679,0.07784,0.092885,FL,0.072385,0,0.174389,1
ADESA,0.555556,MITSUBISHI,AUTO,NULL,0.542753,ASIAN,MEDIUM,OTHER,0.086256,0.106112,0.086246,0.102988,0.099567,0.120418,0.099552,0.118142,CO,0.12742,0,0.010091,1
MANHEIM,0.222222,DODGE,AUTO,Alloy,0.611766,AMERICAN,MEDIUM,CHRYSLER,0.218181,0.228656,0.296611,0.30113,0.248805,0.265475,0.304052,0.30691,TX,0.153169,0,0.065094,1
MANHEIM,0.555556,NISSAN,AUTO,Alloy,0.636114,ASIAN,LARGE,OTHER,0.21023,0.253947,0.210233,0.246459,0.221735,0.265888,0.221733,0.260867,NJ,0.200027,0,0.098493,1
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.714145,AMERICAN,SPECIAL,CHRYSLER,0.095901,0.116983,0.095894,0.113536,0.137018,0.160924,0.137005,0.157889,TX,0.109296,0,0.184906,1
MANHEIM,0.333333,FORD,AUTO,Covers,0.553836,AMERICAN,MEDIUM,FORD,0.181124,0.218288,0.252651,0.279859,0.181654,0.21034,0.257746,0.274558,FL,0.184113,0,0.037806,1
MANHEIM,0.666667,TOYOTA,AUTO,Alloy,0.674169,ASIAN,MEDIUM,OTHER,0.166743,0.173854,0.237449,0.232597,0.175855,0.186938,0.247793,0.249375,CO,0.170299,0,0.015208,1
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.458085,AMERICAN,LARGE,GM,0.211608,0.234944,0.281781,0.293019,0.21752,0.243503,0.272989,0.293669,CA,0.17704,0,0.147527,1
OTHER,0.555556,FORD,AUTO,NULL,0.800274,AMERICAN,MEDIUM,FORD,0.055141,0.072045,0.055123,0.069915,0.068905,0.086897,0.068882,0.08524,SC,0.087857,0,0.083997,1
MANHEIM,0.666667,SUZUKI,AUTO,Alloy,0.737979,ASIAN,SMALL,OTHER,0.074258,0.084733,0.140359,0.142064,0.095155,0.114863,0.15822,0.169956,SC,0.086641,0,0.074048,1
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.755988,AMERICAN,MEDIUM,CHRYSLER,0.286985,0.35964,0.351841,0.397012,0.266173,0.312113,0.349388,0.376162,FL,0.192843,0,0.147953,1
ADESA,0.777778,FORD,AUTO,Alloy,0.732046,AMERICAN,SPECIAL,FORD,0.053476,0.079731,0.110857,0.13438,0.073289,0.102021,0.135931,0.155341,FL,0.096698,0,0.264355,1
MANHEIM,0.777778,FORD,AUTO,Alloy,0.091404,AMERICAN,LARGE,FORD,0.150508,0.175944,0.187108,0.205588,0.162267,0.188774,0.205308,0.226531,TX,0.103329,0,0.059693,1
ADESA,0.444444,CHRYSLER,AUTO,NULL,0.575506,AMERICAN,MEDIUM,CHRYSLER,0.171566,0.20764,0.171561,0.201507,0.183634,0.220322,0.183625,0.216149,TX,0.161126,0,0.107021,1
MANHEIM,0.444444,FORD,AUTO,Covers,0.670021,AMERICAN,SPECIAL,FORD,0.112894,0.155996,0.112877,0.151406,0.138687,0.173353,0.138682,0.170081,TX,0.110512,0,0.14838,1
ADESA,0.777778,DODGE,AUTO,NULL,0.482677,AMERICAN,LARGE,CHRYSLER,0.135857,0.159824,0.135841,0.155123,0.148446,0.173271,0.148425,0.170006,TN,0.137698,0,0.084139,1
ADESA,0.777778,CHEVROLET,AUTO,Alloy,0.735346,AMERICAN,MEDIUM,GM,0.122137,0.147947,0.181927,0.203466,0.143892,0.168486,0.205521,0.227266,AZ,0.170741,0,0.153638,1
OTHER,0.222222,SUZUKI,MANUAL,Covers,0.098456,ASIAN,MEDIUM,OTHER,0.141914,0.157729,0.209355,0.228503,0.150793,0.170714,0.218695,0.227491,CO,0.117032,0,0,1
MANHEIM,0.666667,CHRYSLER,AUTO,Alloy,0.760208,AMERICAN,MEDIUM,CHRYSLER,0.069895,0.091021,0.0699,0.088348,0.082228,0.102681,0.082214,0.100729,FL,0.070175,0,0.190591,1
MANHEIM,0.888889,FORD,AUTO,Alloy,0.74165,AMERICAN,SPECIAL,FORD,0.044061,0.057877,0.094299,0.101833,0.051537,0.061735,0.107462,0.117992,TX,0.086973,0,0.264355,1
OTHER,0.111111,CHRYSLER,AUTO,Covers,0.400895,AMERICAN,MEDIUM,CHRYSLER,0.203112,0.206523,0.20311,0.200427,0.162267,0.188774,0.205308,0.226531,OK,0.169636,0,0.052871,1
ADESA,1,FORD,AUTO,NULL,0.534105,AMERICAN,SMALL,FORD,0.030541,0.044546,0.077821,0.090758,0.051198,0.064623,0.091354,0.103428,PA,0.076143,0,0.121944,1
OTHER,0.666667,CHRYSLER,AUTO,NULL,0.699013,AMERICAN,SPECIAL,CHRYSLER,0.102302,0.120979,0.102299,0.117403,0.115379,0.135047,0.115372,0.132482,SC,0.117695,0,0.227544,1
ADESA,0.222222,CHRYSLER,AUTO,Covers,0.373291,AMERICAN,MEDIUM,CHRYSLER,0.158735,0.16547,0.231894,0.22667,0.169632,0.177891,0.251853,0.261492,AZ,0.128857,0,0.072911,1
ADESA,0.444444,DODGE,AUTO,Covers,0.750631,AMERICAN,MEDIUM,CHRYSLER,0.08109,0.101277,0.150645,0.164792,0.105705,0.131033,0.182735,0.20061,NC,0.09073,0,0.111001,1
ADESA,0.555556,DODGE,AUTO,Alloy,0.827562,AMERICAN,MEDIUM,CHRYSLER,0.198662,0.235587,0.270698,0.289201,0.195005,0.227306,0.258086,0.298166,NC,0.177703,0,0.166003,1
MANHEIM,0.444444,CHRYSLER,AUTO,Alloy,0.695172,AMERICAN,SPECIAL,CHRYSLER,0.102589,0.123606,0.102591,0.119965,0.266965,0.331253,0.266965,0.324998,TX,0.099129,0,0.184906,1
ADESA,0.333333,DODGE,AUTO,Covers,0.356924,AMERICAN,SPECIAL,CHRYSLER,0.23727,0.272336,0.237262,0.264314,0.228128,0.259865,0.228124,0.254972,IA,0.209973,0,0.072911,1
MANHEIM,0.555556,NISSAN,AUTO,Covers,0.481216,ASIAN,SMALL,OTHER,0.11697,0.136378,0.179987,0.186012,0.118462,0.139942,0.179723,0.188843,NC,0.129851,0,0.006111,1
ADESA,0.333333,FORD,AUTO,Alloy,0.677208,AMERICAN,MEDIUM,FORD,0.104885,0.130649,0.104877,0.126796,0.117925,0.144562,0.117912,0.141826,AZ,0.099129,0,0.065094,1
MANHEIM,0.555556,CHEVROLET,AUTO,Alloy,0.702377,AMERICAN,MEDIUM,GM,0.195189,0.218679,0.246618,0.276268,0.18567,0.214354,0.227967,0.255421,FL,0.186213,0,0.147953,1
MANHEIM,0.444444,KIA,AUTO,Alloy,0.646413,ASIAN,MEDIUM,OTHER,0.148487,0.164799,0.148492,0.159945,0.151161,0.181658,0.151148,0.178225,GA,0.150407,0,0.181637,1
OTHER,0.777778,FORD,AUTO,NULL,0.566019,AMERICAN,LARGE,FORD,0.061628,0.0811,0.061608,0.078704,0.084066,0.113323,0.084047,0.111172,TX,0.11659,0,0.052729,1
OTHER,0.222222,KIA,AUTO,NULL,0.500676,ASIAN,MEDIUM,OTHER,0.24126,0.258223,0.241249,0.250603,0.252312,0.270095,0.252298,0.26499,CA,0.150849,0,0.037806,1
MANHEIM,0.555556,CHEVROLET,AUTO,Covers,0.437876,AMERICAN,MEDIUM,GM,0.097164,0.139144,0.156731,0.206605,0.104376,0.14349,0.170477,0.234611,CA,0.127199,0,0.065094,1
MANHEIM,0.888889,PONTIAC,AUTO,Alloy,0.541617,AMERICAN,SPECIAL,GM,0.037373,0.055976,0.037369,0.054319,0.057449,0.073147,0.110552,0.124088,FL,0.081226,0,0.532689,1
MANHEIM,0.555556,FORD,AUTO,Alloy,0.727438,AMERICAN,SMALL,FORD,0.103622,0.126932,0.171003,0.175138,0.123865,0.151189,0.186349,0.19991,NV,0.094377,0,0.111001,1
MANHEIM,0.666667,CHEVROLET,AUTO,Alloy,0.833081,AMERICAN,LARGE,GM,0.150508,0.175944,0.187108,0.205588,0.216474,0.242101,0.267541,0.282702,NV,0.204115,0,0.206936,1
MANHEIM,0.666667,CHEVROLET,AUTO,Alloy,0.572079,AMERICAN,LARGE,GM,0.140995,0.181762,0.140997,0.176394,0.173564,0.222632,0.173542,0.218422,FL,0.174277,0,0.121944,1
MANHEIM,0.444444,CHRYSLER,AUTO,Alloy,0.486203,AMERICAN,MEDIUM,CHRYSLER,0.195189,0.23092,0.195189,0.224108,0.21786,0.250103,0.268118,0.292395,TX,0.183671,0,0.088687,1
MANHEIM,0.666667,FORD,AUTO,Covers,0.501903,AMERICAN,SPECIAL,FORD,0.055801,0.080122,0.055787,0.07775,0.060249,0.079637,0.129148,0.142625,TX,0.086973,0,0.20523,1
ADESA,0.333333,SUZUKI,AUTO,NULL,0.386196,ASIAN,MEDIUM,OTHER,0.088553,0.106783,0.088558,0.103641,0.097983,0.117256,0.097981,0.115044,TX,0.097803,0,0.002843,1
MANHEIM,0.777778,FORD,AUTO,NULL,0.73953,AMERICAN,LARGE,FORD,0.14223,0.162675,0.22012,0.222426,0.154725,0.176076,0.231476,0.236959,NM,0.209752,0,0.135162,1
MANHEIM,0.888889,FORD,AUTO,Alloy,0.276413,AMERICAN,SPECIAL,FORD,0.078736,0.096526,0.078724,0.093672,0.088536,0.106339,0.088526,0.104327,TX,0.135819,0,0.059693,1
MANHEIM,0.555556,SATURN,AUTO,NULL,0.606771,AMERICAN,MEDIUM,GM,0.081893,0.102088,0.15814,0.172602,0.095268,0.116458,0.170399,0.187394,IN,0.106754,1,0.048465,1
ADESA,0.777778,FORD,AUTO,Alloy,0.75349,AMERICAN,SMALL,FORD,0.055428,0.08001,0.120213,0.155525,0.083755,0.108758,0.148608,0.193565,NC,0.086089,0,0.153638,1
ADESA,0.555556,CHEVROLET,AUTO,Alloy,0.709357,AMERICAN,SMALL,GM,0.059848,0.075036,0.059854,0.072828,0.079823,0.096301,0.079804,0.094484,GA,0.087857,0,0.055571,1
MANHEIM,0.777778,CHRYSLER,AUTO,Covers,0.702837,AMERICAN,SPECIAL,CHRYSLER,0.071646,0.104491,0.134538,0.150578,0.088026,0.12017,0.148346,0.162586,AZ,0.109959,0,0.227544,1
OTHER,0.444444,FORD,AUTO,NULL,0.505375,AMERICAN,LARGE,FORD,0.235949,0.264204,0.235934,0.256404,0.247079,0.27598,0.24706,0.27076,SC,0.191738,0,0.06552,1
MANHEIM,0.555556,CHEVROLET,AUTO,Covers,0.611108,AMERICAN,LARGE,GM,0.084936,0.107258,0.152824,0.167152,0.12395,0.147532,0.175009,0.205956,SC,0.126647,0,0.214895,1
OTHER,0.333333,CHEVROLET,AUTO,Alloy,0.490748,AMERICAN,MEDIUM,GM,0.185889,0.199229,0.185887,0.193345,0.191978,0.205995,0.191954,0.202109,TX,0.160021,0,0.029704,1
MANHEIM,0.777778,CHEVROLET,AUTO,Alloy,0.708293,AMERICAN,LARGE,GM,0.200356,0.226364,0.280159,0.305776,0.212712,0.236381,0.286059,0.304637,NV,0.193285,1,0.227544,1
OTHER,0.777778,CHEVROLET,AUTO,Alloy,0.707184,AMERICAN,MEDIUM,GM,0.128136,0.155074,0.128133,0.150502,0.16256,0.192768,0.162542,0.189118,UT,0.161347,0,0.153638,1
ADESA,0.666667,DODGE,AUTO,NULL,0.652364,AMERICAN,MEDIUM,CHRYSLER,0.175785,0.207389,0.252811,0.264114,0.182021,0.219139,0.26157,0.275807,TX,0.227986,0,0.165009,1
ADESA,0.777778,CHRYSLER,AUTO,Alloy,0.568806,AMERICAN,MEDIUM,CHRYSLER,0.083415,0.101473,0.146897,0.163712,0.095947,0.119098,0.154422,0.191941,CO,0.115816,0,0.149659,1
ADESA,0.222222,CHEVROLET,AUTO,Covers,0.668263,AMERICAN,LARGE,GM,0.213703,0.236118,0.298764,0.312205,0.226346,0.250268,0.283492,0.312231,PA,0.16632,0,0.214895,1
OTHER,0.444444,HYUNDAI,AUTO,NULL,0.705416,ASIAN,MEDIUM,OTHER,0.172025,0.19758,0.239708,0.246133,0.184086,0.210422,0.250779,0.260543,SC,0.156374,0,0.055571,1
MANHEIM,0.555556,CHEVROLET,AUTO,Alloy,0.775367,AMERICAN,MEDIUM,GM,0.200327,0.245591,0.291561,0.316926,0.21984,0.2575,0.298447,0.330943,NC,0.182897,0,0.268476,1
OTHER,0.555556,CHEVROLET,AUTO,Alloy,0.603497,AMERICAN,LARGE,GM,0.110741,0.146578,0.188944,0.216298,0.119735,0.165269,0.204683,0.242955,SC,0.163005,0,0.115122,1
OTHER,0.777778,CHEVROLET,AUTO,NULL,0.757277,AMERICAN,MEDIUM,GM,0.048166,0.069866,0.123163,0.171698,0.062032,0.084752,0.135931,0.186494,AL,0.098908,0,0.319784,1
MANHEIM,0.666667,DODGE,AUTO,Covers,0.716292,AMERICAN,SPECIAL,CHRYSLER,0.078104,0.104016,0.078086,0.100954,0.091534,0.118356,0.091511,0.116119,TX,0.104655,0,0.227544,1
MANHEIM,0.666667,SUZUKI,AUTO,Covers,0.669588,ASIAN,MEDIUM,OTHER,0.05738,0.079283,0.12093,0.138373,0.060532,0.082167,0.109426,0.15022,TX,0.095151,0,0.015208,1
MANHEIM,0.777778,PONTIAC,AUTO,NULL,0.783312,AMERICAN,LARGE,GM,0.033555,0.053685,0.033542,0.052109,0.047634,0.06883,0.047615,0.067528,CA,0.061776,0,0.311114,1
MANHEIM,0.444444,SATURN,AUTO,Covers,0.521841,AMERICAN,MEDIUM,GM,0.125753,0.131934,0.125741,0.128051,0.144288,0.168294,0.235091,0.237409,TX,0.132614,0,0.176379,1
OTHER,0.111111,CHEVROLET,AUTO,NULL,0.405178,AMERICAN,MEDIUM,GM,0.22042,0.222089,0.284093,0.277097,0.224649,0.229066,0.287473,0.285075,AZ,0.178477,0,0.022882,1
OTHER,0.555556,DODGE,AUTO,Alloy,0.672068,AMERICAN,SPECIAL,CHRYSLER,0.107067,0.126457,0.107056,0.122727,0.116313,0.148604,0.189806,0.215624,OK,0.119242,0,0.165009,1
OTHER,0.444444,FORD,AUTO,Alloy,0.680698,AMERICAN,MEDIUM,FORD,0.072794,0.097421,0.072797,0.09455,0.080898,0.106943,0.080878,0.104927,AZ,0.087304,0,0.074048,1
MANHEIM,0.555556,KIA,MANUAL,Alloy,0.811871,ASIAN,MEDIUM,OTHER,0.215512,0.251209,0.287708,0.302737,0.176958,0.227059,0.238888,0.268762,NC,0.11659,0,0.247868,1
MANHEIM,0.888889,HYUNDAI,MANUAL,Covers,0.500577,ASIAN,SMALL,OTHER,0.016821,0.035156,0.09491,0.158664,0.019857,0.029286,0.066997,0.099905,NC,0.061334,0,0.09423,1
OTHER,0.444444,BUICK,AUTO,Covers,0.602722,AMERICAN,MEDIUM,GM,0.116798,0.155353,0.116784,0.150779,0.191214,0.225244,0.191195,0.220995,IN,0.125099,0,0.214895,1
ADESA,0.555556,PONTIAC,AUTO,NULL,0.705073,AMERICAN,MEDIUM,GM,0.087232,0.112484,0.087229,0.109166,0.100529,0.126688,0.100521,0.124288,TX,0.098687,0,0.277146,1
ADESA,0.444444,FORD,AUTO,NULL,0.546568,AMERICAN,SPECIAL,FORD,0.141598,0.180868,0.141581,0.17554,0.154103,0.193978,0.154082,0.190317,AZ,0.126205,0,0.120949,1
OTHER,0.666667,FORD,AUTO,Alloy,0.387963,AMERICAN,MEDIUM,FORD,0.152563,0.183243,0.225063,0.244676,0.150454,0.185178,0.221733,0.246702,WV,0.157037,0,0.103042,1
MANHEIM,0.444444,PONTIAC,AUTO,Special,0.395962,AMERICAN,MEDIUM,GM,0.139044,0.167677,0.205236,0.210347,0.136707,0.170246,0.191928,0.214375,TX,0.16831,0,0.042922,1
ADESA,0.444444,MAZDA,AUTO,NULL,0.576561,ASIAN,MEDIUM,OTHER,0.154085,0.181371,0.242073,0.259392,0.163126,0.190348,0.249339,0.26474,TX,0.174719,0,0.093235,1
OTHER,0.888889,CHRYSLER,AUTO,Alloy,0.70887,AMERICAN,MEDIUM,CHRYSLER,0.066106,0.084342,0.11697,0.132622,0.091817,0.112003,0.146198,0.165859,SC,0.123221,0,0.190591,1
OTHER,0.444444,CHRYSLER,AUTO,Covers,0.723046,AMERICAN,MEDIUM,CHRYSLER,0.115965,0.141436,0.179349,0.195279,0.136028,0.165681,0.198816,0.209478,CA,0.076585,0,0.111001,1
MANHEIM,0.444444,CHEVROLET,AUTO,Covers,0.593695,AMERICAN,SMALL,GM,0.111516,0.13417,0.18812,0.199422,0.118264,0.14305,0.181635,0.197911,NJ,0.11007,0,0.048465,1
ADESA,0.666667,FORD,AUTO,Alloy,0.714948,AMERICAN,MEDIUM,FORD,0.041392,0.064025,0.041382,0.06213,0.055356,0.079005,0.055342,0.077496,AZ,0.081779,0,0.116686,1
MANHEIM,0.555556,SUZUKI,AUTO,Covers,0.328211,ASIAN,MEDIUM,OTHER,0.052156,0.070844,0.12,0.131291,0.073091,0.093606,0.135408,0.153043,NC,0.109849,0,0.002843,1
ADESA,0.555556,KIA,AUTO,NULL,0.221206,ASIAN,MEDIUM,OTHER,0.097796,0.117123,0.153435,0.169387,0.109637,0.130318,0.163301,0.179924,NC,0.122005,0,0,1
MANHEIM,0.444444,KIA,AUTO,NULL,0.508982,ASIAN,SMALL,OTHER,0.099317,0.117011,0.154365,0.176143,0.114729,0.129768,0.166025,0.186145,GA,0.101339,0,0.010091,1
OTHER,0.444444,FORD,AUTO,NULL,0.610856,AMERICAN,SMALL,FORD,0.098829,0.113909,0.098817,0.110547,0.112098,0.13018,0.112098,0.127711,CA,0.098687,0,0.098493,1
MANHEIM,0.222222,CHEVROLET,AUTO,Covers,0.587896,AMERICAN,SMALL,GM,0.170934,0.177263,0.223229,0.218684,0.198682,0.206352,0.245908,0.249925,VA,0.131178,0,0.048465,1
ADESA,0.666667,FORD,AUTO,Alloy,0.356401,AMERICAN,MEDIUM,FORD,0.045697,0.076657,0.045688,0.07441,0.078296,0.128008,0.078285,0.125587,CA,0.060671,0,0.075469,1
MANHEIM,0.333333,FORD,AUTO,Alloy,0.449744,AMERICAN,SPECIAL,FORD,0.245623,0.27664,0.245608,0.268483,0.242667,0.272377,0.31335,0.329095,TX,0.179361,0,0.029704,1
MANHEIM,0.333333,DODGE,AUTO,Covers,0.729683,AMERICAN,MEDIUM,CHRYSLER,0.131925,0.15049,0.131907,0.146057,0.152293,0.164939,0.152275,0.161812,TX,0.083436,0,0.147953,1
ADESA,0.555556,FORD,AUTO,Alloy,0.779912,AMERICAN,LARGE,FORD,0.258367,0.310231,0.354551,0.399347,0.291008,0.33909,0.374348,0.401269,VA,0.239921,0,0.104463,1
MANHEIM,0.888889,FORD,AUTO,Alloy,0.758486,AMERICAN,SMALL,FORD,0.086802,0.123662,0.145701,0.179834,0.104828,0.141015,0.16152,0.185395,FL,0.118911,0,0.190591,1
MANHEIM,0.777778,SATURN,AUTO,Alloy,0.771949,AMERICAN,MEDIUM,GM,0.078133,0.105469,0.130126,0.148368,0.071507,0.101031,0.125691,0.150919,CA,0.090178,0,0.352047,1
MANHEIM,0.555556,FORD,AUTO,Alloy,0.808724,AMERICAN,MEDIUM,FORD,0.073225,0.101864,0.139003,0.159442,0.087857,0.117283,0.151175,0.177526,AZ,0.082994,0,0.083997,1
ADESA,0.666667,CHEVROLET,AUTO,NULL,0.784592,AMERICAN,LARGE,GM,0.154774,0.214767,0.154764,0.208438,0.167086,0.227334,0.167073,0.223044,VA,0.201353,0,0.249574,1
MANHEIM,0.222222,PONTIAC,AUTO,Covers,0.447895,AMERICAN,LARGE,GM,0.201734,0.231479,0.201728,0.224661,0.213758,0.239654,0.213745,0.235135,MD,0.1598,0,0.147527,1
MANHEIM,0.666667,TOYOTA,MANUAL,Covers,0.667623,ASIAN,MEDIUM,OTHER,0.118147,0.140849,0.171482,0.184782,0.140469,0.165489,0.193683,0.21415,NC,0.138692,0,0.015208,1
MANHEIM,0.555556,PONTIAC,AUTO,Alloy,0.498521,AMERICAN,MEDIUM,GM,0.151358,0.176313,0.196332,0.217981,0.154159,0.182923,0.220162,0.240931,FL,0.15969,0,0.093235,1
ADESA,0.777778,FORD,AUTO,Alloy,0.878945,AMERICAN,SMALL,FORD,0.060365,0.077914,0.111894,0.120844,0.058694,0.073862,0.11545,0.123014,FL,0.072385,0,0.183059,1
MANHEIM,0.555556,MAZDA,AUTO,Alloy,0.611577,ASIAN,MEDIUM,OTHER,0.150669,0.171115,0.214485,0.235008,0.171867,0.198405,0.22946,0.245978,SC,0.173393,0,0.115122,1
MANHEIM,0.777778,FORD,AUTO,Alloy,0.635555,AMERICAN,MEDIUM,FORD,0.059246,0.080765,0.059243,0.078378,0.073572,0.096686,0.073571,0.094859,CA,0.081337,0,0.107732,1
ADESA,0.666667,SATURN,AUTO,NULL,0.469772,AMERICAN,MEDIUM,GM,0.064499,0.083475,0.064478,0.081015,0.078126,0.098144,0.078102,0.096283,CO,0.131399,0,0.154775,1
OTHER,0.666667,CHEVROLET,AUTO,NULL,0.678507,AMERICAN,LARGE,GM,0.070038,0.09566,0.135548,0.156153,0.081832,0.109226,0.15513,0.176302,FL,0.110733,0,0.240193,1
MANHEIM,0.777778,FORD,AUTO,Covers,0.725706,AMERICAN,SMALL,FORD,0.029824,0.041556,0.029821,0.040331,0.045937,0.057253,0.045913,0.056161,VA,0.070065,0,0.153638,1
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.508982,AMERICAN,MEDIUM,GM,0.18342,0.200374,0.255043,0.259392,0.199219,0.221147,0.266389,0.273658,TX,0.149412,0,0.037806,1
MANHEIM,0.666667,NISSAN,MANUAL,Covers,0.716246,ASIAN,MEDIUM,OTHER,0.143177,0.161026,0.143176,0.156278,0.158685,0.183226,0.158665,0.179774,FL,0.129851,0,0.061399,1
OTHER,0.444444,CHRYSLER,AUTO,Covers,0.611884,AMERICAN,MEDIUM,CHRYSLER,0.096963,0.118129,0.165076,0.19779,0.119905,0.136257,0.188156,0.197362,SC,0.103329,0,0.131751,1
MANHEIM,0.444444,DODGE,AUTO,Alloy,0.509757,AMERICAN,MEDIUM,CHRYSLER,0.217521,0.247632,0.312425,0.327298,0.251945,0.282469,0.337655,0.35755,AZ,0.190412,1,0.107021,1
MANHEIM,0.444444,SUZUKI,AUTO,Alloy,0.583775,ASIAN,MEDIUM,OTHER,0.069263,0.099992,0.069262,0.097037,0.119396,0.135762,0.164139,0.166983,NC,0.109959,0,0.010091,1
OTHER,0.555556,NISSAN,AUTO,NULL,0.722288,ASIAN,MEDIUM,OTHER,0.125725,0.1539,0.18198,0.213511,0.147371,0.169806,0.2078,0.226841,SC,0.163005,0,0.037095,1
OTHER,0.222222,DODGE,AUTO,NULL,0.393491,AMERICAN,MEDIUM,CHRYSLER,0.174895,0.181483,0.25188,0.248368,0.186915,0.194583,0.262775,0.262766,AZ,0.154164,0,0.032831,1
OTHER,0.555556,CHRYSLER,AUTO,Alloy,0.786035,AMERICAN,MEDIUM,CHRYSLER,0.075779,0.103485,0.14485,0.161954,0.095409,0.137907,0.150939,0.194339,SC,0.101118,0,0.124929,1
MANHEIM,0.555556,DODGE,AUTO,Covers,0.690429,AMERICAN,SMALL,CHRYSLER,0.05052,0.070145,0.050525,0.068081,0.067123,0.085357,0.067101,0.083741,IL,0.091393,0,0.037095,1
ADESA,0.333333,SUZUKI,AUTO,NULL,0.469204,ASIAN,MEDIUM,OTHER,0.089328,0.108906,0.089329,0.105701,0.102594,0.123168,0.10259,0.12084,GA,0.109959,0,0.006111,1
MANHEIM,0.555556,FORD,AUTO,Alloy,0.818319,AMERICAN,MEDIUM,FORD,0.178483,0.213956,0.256292,0.282069,0.168416,0.194665,0.238024,0.257095,CA,0.127199,0,0.18647,1
ADESA,0.666667,CHEVROLET,AUTO,Alloy,0.628431,AMERICAN,SPECIAL,GM,0.060135,0.07498,0.06012,0.072777,0.071536,0.087254,0.071528,0.08559,NC,0.099792,0,0.816657,1
OTHER,0.666667,SUZUKI,AUTO,Alloy,0.622885,ASIAN,SMALL,OTHER,0.027183,0.050387,0.027163,0.048895,0.041354,0.065585,0.041329,0.06433,AZ,0.095814,0,0.107732,1
ADESA,0.666667,FORD,AUTO,NULL,0.756042,AMERICAN,MEDIUM,FORD,0.069665,0.097169,0.123269,0.148041,0.081238,0.109968,0.122888,0.159788,TN,0.093383,0,0.074048,1
MANHEIM,0.555556,HYUNDAI,AUTO,Alloy,0.652031,ASIAN,MEDIUM,OTHER,0.103565,0.11103,0.103548,0.10776,0.109439,0.127403,0.109426,0.124988,TX,0.100234,0,0.081865,1
ADESA,0.333333,DODGE,AUTO,NULL,0.603732,AMERICAN,MEDIUM,CHRYSLER,0.104943,0.129056,0.10493,0.125264,0.117812,0.147944,0.117807,0.145148,AZ,0.10576,0,0.098493,1
MANHEIM,0.777778,FORD,AUTO,Special,0.630145,AMERICAN,SPECIAL,FORD,0.088725,0.109074,0.148944,0.177172,0.09968,0.116596,0.160761,0.177676,MO,0.108965,0,0.091103,1
MANHEIM,0.888889,PONTIAC,AUTO,Alloy,0.671112,AMERICAN,LARGE,GM,0.044549,0.070648,0.044545,0.068559,0.064379,0.089069,0.064378,0.087389,CO,0.071059,0,0.29079,1
